"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Madison County, Iowa",172.2,62230,15753,8.8,40.5,2.48,60.7,5.7,4.930617065
"Garrett County, Maryland",154.8,47441,29460,12.4,44.5,2.47,56.5,7,6.553245117
"Oneida County, Idaho",141,46503,4281,13.9,39,2.66,61,6.7,5.384615385
"Union County, Georgia",159.3,40667,22267,15.1,53.3,2.54,57.9,13,2.147577093
"Warren County, Missouri",177.6,52959,33513,12.8,40.2,2.74,56.2,8.9,5.58081852
"Marshall County, Alabama",192.7,36536,94725,22,38.8,2.72,52.7,8.4,6.094222054
"Juneau County, Wisconsin",174,45158,26224,13.1,44.4,2.48,48.5,7.1,4.951690821
"Sherman County, Nebraska",187.4,43883,3091,12.1,49.5,2.21,61,3.1,7.992565056
"Johnson County, Kansas",146.8,76104,580159,6.6,36.8,2.56,56.8,4.5,5.529393013
"Greene County, Ohio",159.2,59382,164427,13.2,37.7,2.41,51.4,7.6,4.699355673
"Montgomery County, New York",170.1,40923,49642,18.9,41,2.5,44.5,8.9,6.043704855
"Okeechobee County, Florida",203.3,37065,39469,25.9,39.9,2.77,45.8,11.8,4.691483937
"Maricopa County, Arizona",146.6,53929,4167947,17.1,35.6,2.75,47.1,7.7,5.392191187
"Hamilton County, Ohio",185.1,48973,807598,17.6,37,2.37,42.5,8.8,5.234779851
"Lincoln County, Wisconsin",184.4,48881,27980,10.9,46.1,2.22,57.2,6.1,3.410283316
"Frontier County, Nebraska",127.2,48543,2624,13.7,44.4,2.25,59.5,2.4,3.646833013
"Dawson County, Georgia",179,57491,23312,11.8,41.5,2.74,57.1,8.5,6.774789571
"Marshall County, West Virginia",184.6,43356,31978,15.2,44.3,2.36,57.7,7,3.174132305
"Lewis County, Idaho",185.6,39918,3789,13.7,48.2,2.31,55.6,6.5,4.80349345
"Wasco County, Oregon",185.4,44010,25775,16.8,41,2.5,52.7,9,5.246743717
"Santa Cruz County, Arizona",132.8,37465,46461,23.6,36.5,3.04,53.1,11.3,6.643259725
"Alexander County, Illinois",181.1,30699,6780,35.6,39.7,2.65,37.8,13.9,4.373757455
"Golden Valley County, North Dakota",205.2,53420,1845,10.7,41,2.19,55.8,1,6.534090909
"Hansford County, Texas",129.1,50698,5610,12.7,36.4,2.78,60.8,2.3,6.825657895
"Lubbock County, Texas",163.7,45719,299453,17.7,30.6,2.59,43.5,6.2,5.340021423
"Clark County, Wisconsin",157.6,45316,34445,16,37.1,2.65,58.2,4.8,9.86429301
"Jones County, Texas",179.9,41079,19970,23.4,39.2,2.26,42.7,4.2,5.620219488
"Floyd County, Kentucky",248.2,30127,37756,31.1,40.5,2.45,50.1,9.7,4.732510288
"Rock County, Nebraska",187.3,46051,1381,15,52,1.94,59.4,1.7,3.361344538
"Sandusky County, Ohio",193.8,46447,59679,14.5,41.3,2.49,51,7.6,5.511627907
"Allegany County, New York",177.2,42655,47462,18.3,38.3,2.36,47.6,9.2,4.844731809
"St. Mary's County, Maryland",181.5,84686,111413,8.6,36.3,2.79,53.9,4.8,5.419453329
"Adair County, Iowa",178.9,48216,7228,10.3,45.9,2.25,56.2,3.2,4.989154013
"Guadalupe County, New Mexico",142.8,29147,4371,25.8,41.6,3.28,33.7,1.2,3.558718861
"McDonough County, Illinois",175.1,42684,31333,23.6,30.7,2.29,40.4,9.4,3.098048116
"Walton County, Florida",165.7,46867,63508,15.8,43.6,2.45,51.6,7.9,6.476142726
"Lenoir County, North Carolina",194,35991,58106,22.1,42.1,2.47,44,13.1,6.174096999
"Baxter County, Arkansas",194.7,37873,41053,14.9,51.5,2.23,57.5,7.6,4.674318905
"Roane County, West Virginia",204,33041,14435,23.1,44.2,2.48,53.9,8.9,2.353331124
"Clinton County, Kentucky",240.8,28341,10174,25.7,40.7,0.026,51.5,9.3,4.913043478
"Brazoria County, Texas",169.3,73788,346312,9.9,35.5,2.85,54.5,5.4,6.533051164
"White Pine County, Nevada",188.4,57243,9811,13.7,39.4,2.71,44.8,10.6,5.470459519
"Warren County, Indiana",177.2,55925,8269,9.9,44.1,2.5,60.2,5.5,7.88863109
"Tallahatchie County, Mississippi",235,28456,14588,37.4,36,2.4,30.1,19,2.224694105
"Arapahoe County, Colorado",140.1,65359,631096,11.2,36.1,2.63,50.5,7.2,5.782071504
"Conway County, Arkansas",167.2,42348,21019,18.3,40.7,2.49,54.2,8.1,5.789245447
"Salem city, Virginia",186.6,54195,25432,10.2,40.5,2.29,47.3,4.8,4.609250399
"Giles County, Virginia",189.4,45979,16708,13.5,43.9,2.32,50.7,4.8,8.255410099
"Whiteside County, Illinois",190.9,49895,57079,12.2,42.7,2.4,52.7,8.1,5.75990637
"Huerfano County, Colorado",151.5,32750,6492,22,53.5,2.08,48.1,15,3.911735206
"Kemper County, Mississippi",171,33015,9969,28.2,38.3,2.53,36.7,10.1,8.165019338
"Montcalm County, Michigan",184.5,41554,62945,20.4,40,2.59,51.3,11.2,5.831775701
"Ulster County, New York",170.8,56718,180143,13.7,43.1,2.44,46.9,9.3,4.324719649
"Barton County, Kansas",178.3,46942,27103,17.8,39.3,2.38,54.3,6.8,7.120636018
"Owsley County, Kentucky",263.1,23047,4461,45.1,43,2.56,52.7,8.8,4.527559055
"Miner County, South Dakota",183.1,49159,2236,12.4,43.5,2.24,60.6,4.1,10.3626943
"Collingsworth County, Texas",187.2,38655,3044,19.3,37,2.7,58.6,5.2,4.744525547
"Wilkes County, Georgia",210,32042,9867,26.7,44.4,2.45,42.7,8.9,7.441634241
"Appling County, Georgia",174,36642,18454,24.9,38.6,2.63,50.1,7.9,6.281957633
"Red Lake County, Minnesota",157.6,48188,4055,9.2,42.3,2.43,57.5,3.5,10.14120668
"Barnwell County, South Carolina",212.1,32205,21725,27,39.8,2.61,42.8,14.7,5.998421468
"Richland County, North Dakota",137.7,57177,16402,9.7,38.9,2.28,54.1,3,6.603510727
"Lampasas County, Texas",215,50699,20588,14.4,40.8,2.66,59.4,8.6,4.398148148
"Nicholas County, Kentucky",267.6,37061,7131,19.4,501.6,2.47,54.6,7.7,4.939063502
"Hancock County, Kentucky",223.6,50358,8692,13.8,41.6,2.62,57.2,5.9,3.907074974
"Winston County, Mississippi",181.7,34403,18317,26.3,40.5,2.38,44.6,12.3,5.112672644
"Pierce County, Wisconsin",149.8,68471,40889,10.8,35.9,2.51,51.5,3.6,4.109589041
"Washington Parish, Louisiana",224.8,29749,46371,29.1,39.2,2.54,46.8,15,6.368497812
"Camden County, North Carolina",143.8,61730,10309,9.7,41.1,2.67,57.1,9.3,1.574468085
"Kingsbury County, South Dakota",165.5,51837,4990,10.1,46,2.18,64.2,2,6.58436214
"Crawford County, Missouri",206.8,37379,24526,20.7,41.2,2.61,51.8,12.7,7.465766273
"Kossuth County, Iowa",138.4,52967,15165,9.6,46.1,2.23,60,2.1,6.930346517
"Duchesne County, Utah",155.5,61976,20862,11.6,30.2,2.94,65,5.2,10.01338091
"Goodhue County, Minnesota",161.6,60869,46435,9.6,43,2.42,55.8,5.3,6.13624545
"Hardeman County, Texas",142.3,36992,3840,18.7,42.3,2.42,51.3,5.9,11.03752759
"Atchison County, Missouri",222.4,45997,5306,12.2,47.1,2.13,56.1,4.3,7.641509434
"Preston County, West Virginia",169.8,41420,33940,17.6,42.3,2.52,53.3,7,4.038301415
"Cocke County, Tennessee",221.7,30860,35162,27.8,44.3,2.38,51.1,11.1,6.348580442
"Amite County, Mississippi",171.8,30668,12574,23.2,45.3,2.55,44.8,12.7,3.098591549
"Eureka County, Nevada",178.7,70535,2016,9.8,43.9,2.17,64.7,4.7,2.412868633
"Phillips County, Montana",151.2,41595,4169,15.7,47.9,2.26,60.8,6.3,9.448818898
"Carroll County, Kentucky",217.3,43615,10699,20.4,36.9,2.63,45.9,13.2,5.617495712
"Stanton County, Nebraska",138.2,55955,5937,9.2,38.8,2.61,62.7,2.6,5.678233438
"DeSoto County, Florida",160.4,36945,35458,29.7,40.1,2.78,44.2,9.4,8.085035152
"Charles City County, Virginia",214.2,49768,7040,13.1,48.6,2.47,44.7,8.2,4.814305365
"Van Wert County, Ohio",172.1,49565,28562,10.1,41.5,2.49,56.3,7.5,4.894094994
"Polk County, Iowa",188.7,61028,467711,13.1,35,2.5,51.1,5.8,6.46314994
"Madison County, Virginia",169.8,52513,13134,12.3,44.6,2.58,52.2,6.6,6.25698324
"Woodford County, Illinois",163.5,70127,39227,6.3,39.9,2.65,59.1,5.9,6.403882576
"Union County, Kentucky",195.5,44119,15050,18.9,37.1,2.43,47.9,7.8,4.645550528
"Talbot County, Georgia",210.3,33370,6337,23.8,47.5,2.43,42.7,10.6,4.686258936
"Burke County, Georgia",203.3,35055,22745,31.1,36,2.81,42.9,8.2,5.410413193
"Grundy County, Illinois",193.1,70092,50541,8.5,37.2,0.027,55,7.8,4.804003336
"Saluda County, South Carolina",160.1,42286,20053,20.6,41.2,2.78,47.5,9,3.467781604
"Gillespie County, Texas",157.5,52814,25963,12.5,50.6,2.36,59.8,6.8,6.807727691
"Klickitat County, Washington",174.7,49348,21026,14.6,45,2.62,54.2,7,3.729487817
"Newton County, Missouri",185.9,45448,58615,14.3,39.7,2.62,57.6,6.1,4.480398258
"Clay County, Missouri",176.4,61598,235637,9.1,36.6,2.6,52,6.1,4.934777258
"Greene County, Georgia",177.8,42823,16710,24.4,47.6,2.4,52.7,6.8,6.786885246
"Gaines County, Texas",164.8,50709,20051,14,28.9,3.35,60.6,4,6.114037096
"Nacogdoches County, Texas",185.9,38895,65664,22.7,30.2,2.52,43.9,8.6,4.912890034
"Harmon County, Oklahoma",223.9,33750,2788,24.8,41.1,2.35,57.6,8.7,4.99194847
"DeWitt County, Texas",167.1,45717,20797,18,42.2,2.66,50.1,6.8,4.149048626
"Lucas County, Ohio",196.2,42344,433689,20.7,37.7,2.4,41.6,11.1,5.157532738
"Stutsman County, North Dakota",172.5,53333,21103,11.6,40.6,2.15,50.8,2.5,5.223193741
"Bell County, Texas",177.3,51048,334941,14.2,30.2,2.89,52.8,9.5,5.835105126
"Ralls County, Missouri",205.2,51738,10196,11.6,45.1,2.53,60.1,6.2,6.335282651
"Chase County, Nebraska",172.1,52749,3956,9.3,44.9,2.25,66.5,0.7,7.489597781
"Flathead County, Montana",150.6,47351,96165,13.6,42.1,2.48,56.3,7,6.812139453
"Hocking County, Ohio",205.9,42374,28491,17.5,42.6,2.48,54.7,9.5,5.314639713
"Lee County, Mississippi",249.7,43374,85300,19.4,36.5,2.6,48.8,7.8,4.984662577
"Pike County, Georgia",224.3,50395,17941,13.7,38.9,2.92,56.2,10.4,3.422926717
"Esmeralda County, Nevada",262.1,47180,829,14,46.5,2.35,44.3,11.9,4.326923077
"Accomack County, Virginia",216.2,38390,32973,19.4,45.3,2.29,52.6,6.8,4.349749336
"Teton County, Wyoming",136.9,75348,23125,7.7,38,2.63,47.7,2.6,1.745232098
"Navarro County, Texas",201.9,43091,48323,20.3,38.2,2.7,51.5,10.9,7.936654936
"Davidson County, Tennessee",190.8,48195,678889,19.9,34.2,2.41,40.5,7.2,5.788303646
"Shelby County, Kentucky",155.7,57447,45632,12.8,38.7,2.67,55.7,5.7,5.768189204
"Daviess County, Missouri",206.3,41610,8253,16.8,40.5,2.65,58.1,5.7,7.483794932
"Otero County, Colorado",150.9,33043,18343,26,39.7,2.42,50.6,10.7,4.346733668
"Oconee County, Georgia",140.8,80631,35965,7.9,39.7,2.88,61.2,5,3.593692703
"Liberty County, Georgia",170.3,41682,62467,17.2,27.6,2.72,54.1,12.9,9.713596623
"Andrew County, Missouri",156,56309,17296,10.7,42.3,2.51,61.4,5,7.556742323
"Lamar County, Alabama",202.2,34553,13886,20.6,43.7,2.27,61.6,10.2,7.489134069
"Chatham County, North Carolina",146.8,56797,70928,13.9,46.3,2.47,57,9,5.81829259
"Polk County, Missouri",183.4,38344,31229,18.1,37.5,2.52,55,9.5,3.172641121
"Audrain County, Missouri",196.1,41302,26096,17.2,39.2,2.58,48.6,8.8,5.293680297
"Mississippi County, Arkansas",236.4,33577,43738,27.1,35.6,2.57,45.8,12,7.372578522
"Horry County, South Carolina",178.6,42830,309199,17.6,43,2.43,50.1,8.7,4.420790925
"Massac County, Illinois",169.8,40590,14766,20.7,43.7,2.45,50.5,8.8,4.987212276
"Surry County, Virginia",182.2,48707,6709,12.9,47.5,2.56,53.2,10.7,4.897660819
"Oldham County, Kentucky",163.6,92097,64875,5.5,39.6,2.98,57.5,4.3,4.704009263
"Jefferson Davis Parish, Louisiana",208,37968,31439,21.7,38.4,2.65,46.6,9.2,7.155147691
"Cape Girardeau County, Missouri",170.3,47705,78572,17,36,2.49,49.2,6.3,4.895140929
"Sweetwater County, Wyoming",141.1,72604,44626,9.8,33.6,2.64,55.2,5.4,8.929775551
"Richardson County, Nebraska",192.2,44282,8094,14.4,47,2.14,59.7,3.4,6.961613533
"Morris County, Texas",196.3,37954,12516,18.6,43.3,2.53,55.2,12.7,8.245481928
"DeKalb County, Tennessee",202.8,38595,19182,20.1,41,2.7,50.1,7.6,6.303030303
"Missoula County, Montana",158.9,44716,114181,15.8,34.8,2.33,45.2,8.2,3.76216968
"Broomfield County, Colorado",158.4,85885,65065,4,37.5,2.57,58.6,5.5,5.099793071
"Pleasants County, West Virginia",213.3,44801,7674,16.5,43.6,2.43,55,8.2,2.966381015
"Manistee County, Michigan",180,37477,24461,16.6,48.2,2.28,51.1,11.5,4.046522898
"Marion County, Georgia",159.3,36055,8761,25.9,500.4,2.83,44.1,14.3,12.64845606
"Clay County, North Carolina",163.6,37072,10703,18.5,50.5,2.33,62.3,12.3,4.295098535
"Lake County, California",190.6,36333,64591,24.3,45.5,2.34,45.4,14.6,6.718511986
"Monroe County, Missouri",140.3,41376,8583,15.8,44.8,2.43,57,5.9,4.179104478
"Grays Harbor County, Washington",194.6,43205,71122,19.6,42.7,2.51,47.5,14.3,5.713875529
"Anchorage Municipality, Alaska",167.5,75200,298695,10,32.5,2.77,47.7,6.7,5.994293642
"Nez Perce County, Idaho",180.1,46214,40048,14.6,41.6,2.4,50.4,6.1,6.338028169
"Dunn County, Wisconsin",155.6,52224,44497,13.9,34.1,2.48,47.6,6.1,5.116736739
"Wheeler County, Georgia",179.9,30264,7903,38.9,38.4,2.16,34.6,10,5.070993915
"Pointe Coupee Parish, Louisiana",188.2,44469,22251,18.3,42.6,0.0256,45.3,8.3,4.275724276
"Wayne County, Tennessee",201.4,33573,16748,23.3,42.2,2.48,49.9,12.2,6.408629442
"Vanderburgh County, Indiana",182.7,42622,181877,17.7,37.8,2.35,46.6,6.2,4.541089313
"Haakon County, South Dakota",170.8,43699,1861,12,48.3,2.39,66.3,2.5,3.205128205
"Rutherford County, North Carolina",174.8,35629,66390,21.5,43.3,2.48,50.4,12.2,5.963398511
"Dawes County, Nebraska",155.4,40667,9055,18.8,33.7,2.22,48.7,2.6,7.437661221
"Hubbard County, Minnesota",156,47944,20655,12.2,48,2.32,62.6,5,3.229308005
"Roseau County, Minnesota",158.2,53838,15770,9.2,41.2,2.44,59.7,2.7,6.330669945
"Uvalde County, Texas",152.7,37933,27245,22.1,34.1,3.13,45.8,8.1,10.31353135
"Bolivar County, Mississippi",241.9,29297,33322,34,34.7,2.6,31.1,15.3,4.919773478
"Wood County, Texas",167.6,42753,43356,15.4,48.2,2.57,55.4,8.9,6.943899568
"Oklahoma County, Oklahoma",186.1,48226,776864,17.9,34.2,2.53,46.7,6,6.473896102
"Wexford County, Michigan",199.2,39807,33003,19,41.7,2.56,54.3,9.5,5.24857851
"Oktibbeha County, Mississippi",147.8,34429,49800,29.9,25,2.51,33,13.3,3.389715373
"Scott County, Arkansas",207.4,33202,10513,23.7,41.3,2.66,56.8,10.9,3.421727973
"Richland County, Ohio",186,41948,121707,15.9,41.3,2.4,48.2,8.7,4.974134501
"Lumpkin County, Georgia",158.1,44653,31408,18.6,36,2.66,47.5,8.2,3.509433962
"Monongalia County, West Virginia",155.9,43835,104236,22.5,30,2.56,37.2,5.8,4.001671717
"Lincoln County, Georgia",196.7,39484,7673,17.9,47.2,2.23,46.5,9.3,1.638311279
"San Juan County, Utah",123.9,40590,15772,29.2,30.6,3.75,44.4,8.4,4.937906564
"Barren County, Kentucky",192,37666,43570,19.5,40.4,2.48,55.8,7.6,5.4866708
"Custer County, Oklahoma",205.2,45574,29744,15.9,30.7,2.63,50,3.7,5.712260808
"Jackson Parish, Louisiana",217.7,37130,15858,24.6,39.6,2.49,46.1,6.9,4.002444241
"Carteret County, North Carolina",191.5,48824,68879,14.7,46.4,2.27,53.4,10.2,4.194102491
"Butte County, California",178.7,42302,225411,21.9,36.8,2.55,42.4,12.1,5.545831589
"Washington County, Arkansas",173.1,45589,225477,19.3,31.2,2.55,49,6.2,5.272822665
"Howard County, Texas",181.9,47299,37206,17.5,36.9,2.73,44.9,6.4,7.220420251
"Franklin County, Mississippi",157,36544,7743,20.5,43.2,2.36,60.2,8.9,7.715311005
"Lander County, Nevada",123.8,74347,5903,11,37.2,2.79,54.3,12,11.63179916
"Colquitt County, Georgia",184,33509,45844,26.5,35.5,2.86,47.2,8.3,6.092124814
"Grayson County, Texas",182.3,49261,125467,15.3,40.2,2.55,52.3,7.8,6.10521758
"Trego County, Kansas",177.9,46859,2927,9.9,49.1,2.21,66,1,4.642857143
"Russell County, Kentucky",214.9,33623,17662,26.3,42.9,2.48,49.9,11.8,3.919463087
"Van Buren County, Iowa",181.9,42555,7344,14.4,43.9,2.49,60.6,6.6,7.260963336
"Ritchie County, West Virginia",214.7,46383,9982,17.7,45.2,2.56,49.5,10.6,6.267539757
"Jefferson Parish, Louisiana",188.6,47024,436275,15.8,38.7,2.57,43.1,6.7,5.165714506
"Laurens County, South Carolina",202.6,38268,66623,21.1,40.9,2.54,46.5,10.7,3.899127061
"Caldwell County, North Carolina",195.5,38653,81287,18.8,42.8,2.56,49.5,12.2,6.057735176
"Iberville Parish, Louisiana",225.1,47377,33095,19.9,38.4,2.61,39.7,7.9,4.869631902
"Dickson County, Tennessee",199.1,45914,51487,14.3,39.9,2.69,52.5,7.5,4.968421053
"Payette County, Idaho",166,45533,22896,14.2,38.5,2.77,55.5,10.1,8.451001054
"Kent County, Rhode Island",184.1,61923,164801,9.3,43.5,2.38,49.7,8.2,5.275186191
"Yellow Medicine County, Minnesota",151.9,51028,9875,11.2,43,2.33,58.8,3.4,7.744282744
"Warren County, Iowa",170.6,67342,48626,6.3,38.4,2.54,56.6,4.8,4.428405952
"Meigs County, Ohio",206.9,38081,23257,22.6,42.3,2.49,53.8,12.1,5.707001373
"Macon County, Alabama",214.8,28518,19105,32.1,37.5,2.24,29.7,16.9,2.800074669
"Iroquois County, Illinois",185,46895,28672,15.8,44.1,2.42,55.5,7.5,6.404437721
"Bryan County, Georgia",208.9,66556,35137,11.9,35.1,2.89,57.8,9,4.93857195
"Jackson County, Mississippi",193.7,48018,141425,15.6,37.8,2.78,48,9.1,5.060304916
"Sioux County, North Dakota",259.1,33950,4370,33.6,27,3.93,27.2,20.3,8.229665072
"Fayette County, Texas",158.1,49830,25110,10.9,47.6,2.55,55.7,1.8,5.062486761
"Pittsylvania County, Virginia",176.8,44207,62194,14.6,546,2.36,53.5,7.7,4.194566305
"Boone County, Illinois",163.7,58792,53585,10.2,38.2,2.95,55.1,9.7,5.621301775
"Tift County, Georgia",183.9,36303,40764,28.6,35.1,2.76,42.3,5.8,6.308457711
"Missaukee County, Michigan",190.2,40455,14903,16.1,43,2.52,56.8,11,4.809286899
"Oldham County, Texas",181.3,54458,2069,15.6,32.4,2.52,53.7,7.4,8.831908832
"Sarasota County, Florida",146.4,52109,405549,10.8,54,2.21,53.5,8.2,3.94772339
"Hart County, Georgia",166.4,38564,25534,21.4,43.2,2.48,52.9,6.2,8.220466516
"Dodge County, Georgia",190.6,32293,20882,25.9,40.2,2.35,44.9,9.8,5.125899281
"Phillips County, Colorado",136,47006,4349,11.5,43.7,2.52,61.4,5.3,10.87248322
"Hinds County, Mississippi",175.5,38454,242891,23.6,33.6,2.68,35,10.3,5.533244087
"Elliott County, Kentucky",163.8,30556,7648,32.4,41.7,2.44,46.8,6.2,7.352941176
"Tippecanoe County, Indiana",169.1,46276,185826,22.1,27.9,2.46,40.8,6.5,5.208228801
"Hemphill County, Texas",189.7,66505,4264,8.9,34.4,2.77,68,3.7,5.503512881
"Pawnee County, Nebraska",171.1,42977,2659,12.2,49.1,2.13,62.2,4.6,1.111111111
"McCurtain County, Oklahoma",202.4,34964,33048,20.9,39.1,2.53,51.9,8.3,4.988383217
"Tippah County, Mississippi",175.7,37026,22131,19.1,38.4,0.0261,56.1,12.2,5.683802134
"Chippewa County, Wisconsin",160.1,52485,63531,10.7,40.6,2.44,55.6,5.1,5.497771174
"Rawlins County, Kansas",177.8,44932,2506,11.8,50.9,2.07,61.7,2.3,10.28708134
"Forest County, Pennsylvania",206.5,37794,7410,21.9,43.3,1.86,33.3,4.8,1.652892562
"Red Willow County, Nebraska",172.7,43842,10829,11.7,41.8,2.27,59.4,4.1,2.843394576
"Essex County, Vermont",171.3,35570,6163,19.6,48.8,2.29,53.9,9.4,4.942339374
"Sussex County, New Jersey",176.4,82048,143673,6.2,43.4,2.67,55.9,8.2,4.625184917
"Hardin County, Illinois",195.3,37331,4135,20.6,46.6,2.49,49.4,18.1,6.818181818
"Scott County, Tennessee",255.9,31397,21950,24.5,38.6,2.61,50.2,14.1,5.677867903
"Washington County, Missouri",207,34581,24788,25.5,40.1,2.67,50.1,12.2,4.671312865
"Curry County, Oregon",189.8,40524,22483,17.1,54.6,2.11,52.8,11.3,2.198107958
"Dixie County, Florida",195.9,32121,16203,27.1,46.9,2.41,45.8,7.2,5.828779599
"Westmoreland County, Pennsylvania",175.3,53536,357956,10.1,46.1,2.33,53.7,5.6,3.999144854
"Marshall County, Indiana",163.7,52508,46857,10.9,39.5,2.67,54.8,8.3,5.134211811
"Carroll County, Indiana",166.3,55318,19856,10.9,41.5,2.55,57.3,8.2,5.682622023
"Marshall County, Oklahoma",196.9,38517,16232,18,43.1,2.64,54.7,7.6,8.040842374
"Stark County, North Dakota",131.8,76672,32154,7.6,35,2.44,55.8,2.8,10.50256729
"Bennington County, Vermont",176.1,44674,36317,14.4,46.1,2.25,51.3,5.7,3.885024281
"Jackson County, Georgia",213.2,51931,63360,13.5,38.3,2.88,56.7,7.9,4.117165096
"McNairy County, Tennessee",210.7,34882,26066,23.5,42.6,2.61,53,14.9,3.799063738
"Ashley County, Arkansas",212.3,36176,20838,22.7,41.4,2.52,53,11.8,5.180598555
"Decatur County, Iowa",209.1,36742,8220,21.3,37.4,2.38,50.1,7.5,5.356186395
"Inyo County, California",138.1,49267,18260,14,45.7,2.23,46.8,6.8,4.535082715
"Culpeper County, Virginia",187.1,62394,49432,11,38.9,2.83,55.9,7.3,4.025191676
"Haskell County, Kansas",122.6,59596,4064,10.7,36.1,2.93,58.6,3.9,5.965292842
"Atlantic County, New Jersey",179.5,54208,274219,15.1,40.6,2.64,45.1,12.5,4.69661296
"Jefferson County, Iowa",163,41094,17555,16.9,42.5,2.24,47.5,6.4,2.534226624
"Brantley County, Georgia",210.8,36865,18455,21.7,39,2.79,53,10.9,4.942780618
"Geary County, Kansas",213.6,41193,37030,13.9,26.2,2.83,59.5,9.2,8.981723238
"Franklin County, Missouri",180,51978,102426,11.8,40.2,2.53,56.7,7.2,5.593582421
"Tolland County, Connecticut",152.3,78653,151420,7.5,38.1,2.49,46.8,6.8,2.555885972
"Jerome County, Idaho",147.6,46513,22814,15.7,32.1,2.95,59.9,6.6,8.495681864
"Warren County, New Jersey",175.1,71294,106869,8.3,42.6,2.52,54.5,9,4.839230894
"Gallatin County, Kentucky",234.4,45483,8636,16.7,37.8,2.73,53,6,9.86273513
"Orange County, New York",173.6,69228,377647,13.4,36.8,2.9,49.9,7.3,5.163242125
"Dewey County, Oklahoma",202.1,50348,4995,12.4,41.5,2.57,59.1,2.7,2.164502165
"Jefferson County, West Virginia",178.2,66950,56482,10.2,39.7,2.65,53.3,8.4,4.995519713
"Rolette County, North Dakota",216.9,35630,14649,31.6,30.3,3,38.8,4.8,6.726726727
"Harnett County, North Carolina",182.9,45380,128140,20.5,33.6,2.84,51.1,11.3,5.917065391
"Curry County, New Mexico",143.8,42620,50398,19.2,30.7,2.72,48.7,9.1,7.197033541
"Jefferson County, Georgia",211.2,30835,16106,26.4,38.4,0.0261,41.6,17,4.429860541
"Madison County, Alabama",164.7,58833,353089,14.2,37.8,2.46,49.8,8.5,5.111191026
"Bullitt County, Kentucky",174,54924,78702,12.3,39.3,2.71,53.7,7.6,4.763673015
"Tishomingo County, Mississippi",184,35550,19552,17.7,42.8,2.52,56,10.5,3.298774741
"Custer County, Nebraska",159.7,45644,10806,13.4,43.8,2.25,62.4,2.3,7.021791768
"Orleans County, Vermont",172,42089,27100,16.2,44.8,2.35,51.6,5.6,4.689807976
